date,home_team,away_team,home_goals,away_goals,result,xg_home,xg_away,league,season_code
2023-09-16 14:00:00,Fulham,Luton,1,0,H,1.75704,1.45705,EPL,2324
2023-09-16 14:00:00,Manchester United,Brighton,1,3,A,0.719951,1.93908,EPL,2324
2023-09-16 16:30:00,Newcastle United,Brentford,1,0,H,1.50126,0.633678,EPL,2324
2023-09-17 13:00:00,Bournemouth,Chelsea,0,0,D,1.32515,1.39677,EPL,2324
2023-09-17 15:30:00,Everton,Arsenal,0,1,A,0.28317,0.802605,EPL,2324
2023-09-18 18:45:00,Nottingham Forest,Burnley,1,1,D,0.705795,0.807651,EPL,2324
2023-09-23 14:00:00,Luton,Wolverhampton Wanderers,1,1,D,2.24101,0.762984,EPL,2324
2023-09-23 14:00:00,Manchester City,Nottingham Forest,2,0,H,1.33984,0.729109,EPL,2324
2023-09-23 14:00:00,Crystal Palace,Fulham,0,0,D,0.37236,0.542678,EPL,2324
2023-09-23 16:30:00,Brentford,Everton,1,3,A,1.57402,2.51497,EPL,2324
2023-09-23 19:00:00,Burnley,Manchester United,0,1,A,0.935444,0.840273,EPL,2324
2023-09-24 13:00:00,Chelsea,Aston Villa,0,1,A,1.19716,1.13479,EPL,2324
2023-09-24 13:00:00,Brighton,Bournemouth,3,1,H,2.14533,1.58984,EPL,2324
2023-09-24 13:00:00,Arsenal,Tottenham,2,2,D,2.3429,2.21166,EPL,2324
2023-09-24 13:00:00,Liverpool,West Ham,3,1,H,4.14262,1.53878,EPL,2324
2023-09-24 15:30:00,Sheffield United,Newcastle United,0,8,A,0.579392,5.1082,EPL,2324
2023-09-30 11:30:00,Aston Villa,Brighton,6,1,H,1.90746,1.72819,EPL,2324
2023-09-30 14:00:00,Everton,Luton,1,2,A,3.65377,1.5102,EPL,2324
2023-09-30 14:00:00,Manchester United,Crystal Palace,0,1,A,1.55408,1.19015,EPL,2324
2023-09-30 14:00:00,Newcastle United,Burnley,2,0,H,3.08516,0.801849,EPL,2324
2023-09-30 14:00:00,Bournemouth,Arsenal,0,4,A,0.644443,4.0742,EPL,2324
2023-09-30 14:00:00,West Ham,Sheffield United,2,0,H,3.19753,0.911997,EPL,2324
2023-09-30 14:00:00,Wolverhampton Wanderers,Manchester City,2,1,H,0.673985,0.98075,EPL,2324
2023-09-30 16:30:00,Tottenham,Liverpool,2,1,H,2.18823,1.12299,EPL,2324
2023-10-01 13:00:00,Nottingham Forest,Brentford,1,1,D,0.800317,1.75862,EPL,2324
2023-10-02 19:00:00,Fulham,Chelsea,0,2,A,0.889383,1.98461,EPL,2324
2023-10-03 18:30:00,Luton,Burnley,1,2,A,1.53058,0.920206,EPL,2324
2023-10-07 11:30:00,Luton,Tottenham,0,1,A,0.848118,2.37947,EPL,2324
2023-10-07 14:00:00,Burnley,Chelsea,1,4,A,0.956642,1.97566,EPL,2324
2023-10-07 14:00:00,Everton,Bournemouth,3,0,H,3.16482,0.981732,EPL,2324
2023-10-07 14:00:00,Fulham,Sheffield United,3,1,H,2.26612,0.251809,EPL,2324
2023-10-07 14:00:00,Manchester United,Brentford,2,1,H,1.29356,1.02509,EPL,2324
2023-10-07 16:30:00,Crystal Palace,Nottingham Forest,0,0,D,0.982452,1.22105,EPL,2324
2023-10-08 13:00:00,Brighton,Liverpool,2,2,D,2.23187,2.51029,EPL,2324
2023-10-08 13:00:00,West Ham,Newcastle United,2,2,D,0.931345,1.97865,EPL,2324
2023-10-08 13:00:00,Wolverhampton Wanderers,Aston Villa,1,1,D,1.76232,1.81618,EPL,2324
2023-10-08 15:30:00,Arsenal,Manchester City,1,0,H,0.386558,0.858071,EPL,2324
2023-10-21 11:30:00,Liverpool,Everton,2,0,H,2.28568,0.0937725,EPL,2324
2023-10-21 14:00:00,Bournemouth,Wolverhampton Wanderers,1,2,A,1.01839,2.30454,EPL,2324
2023-10-21 14:00:00,Brentford,Burnley,3,0,H,3.15685,0.693129,EPL,2324
2023-10-21 14:00:00,Manchester City,Brighton,2,1,H,0.962509,0.963733,EPL,2324
2023-10-21 14:00:00,Newcastle United,Crystal Palace,4,0,H,3.73336,1.08795,EPL,2324
2023-10-21 14:00:00,Nottingham Forest,Luton,2,2,D,3.27549,1.49555,EPL,2324
2023-10-21 16:30:00,Chelsea,Arsenal,2,2,D,1.71838,1.05791,EPL,2324
2023-10-21 19:00:00,Sheffield United,Manchester United,1,2,A,1.41074,1.46187,EPL,2324
2023-10-22 15:30:00,Aston Villa,West Ham,4,1,H,2.34143,0.659622,EPL,2324
2023-10-23 19:00:00,Tottenham,Fulham,2,0,H,1.63523,0.745838,EPL,2324
2023-10-27 19:00:00,Crystal Palace,Tottenham,1,2,A,0.561834,0.989103,EPL,2324
2023-10-28 11:30:00,Chelsea,Brentford,0,2,A,1.71801,2.48137,EPL,2324
2023-10-28 14:00:00,Bournemouth,Burnley,2,1,H,1.10052,0.90255,EPL,2324
2023-10-28 14:00:00,Arsenal,Sheffield United,5,0,H,3.03496,0.0281554,EPL,2324
2023-10-28 16:30:00,Wolverhampton Wanderers,Newcastle United,2,2,D,0.863393,2.31987,EPL,2324
2023-10-29 13:00:00,West Ham,Everton,0,1,A,0.618578,0.733813,EPL,2324
2023-10-29 14:00:00,Aston Villa,Luton,3,1,H,3.07654,0.453117,EPL,2324
2023-10-29 14:00:00,Brighton,Fulham,1,1,D,1.31996,0.552523,EPL,2324
2023-10-29 14:00:00,Liverpool,Nottingham Forest,3,0,H,2.70428,0.642014,EPL,2324
2023-10-29 15:30:00,Manchester United,Manchester City,0,3,A,0.714628,4.54595,EPL,2324
2023-11-04 12:30:00,Fulham,Manchester United,0,1,A,1.18241,0.697095,EPL,2324
2023-11-04 15:00:00,Brentford,West Ham,3,2,H,1.82944,1.75505,EPL,2324
2023-11-04 15:00:00,Burnley,Crystal Palace,0,2,A,1.4998,1.43653,EPL,2324
2023-11-04 15:00:00,Everton,Brighton,1,1,D,0.617607,0.442489,EPL,2324
2023-11-04 15:00:00,Manchester City,Bournemouth,6,1,H,2.39949,0.643127,EPL,2324
2023-11-04 15:00:00,Sheffield United,Wolverhampton Wanderers,2,1,H,1.10165,1.14803,EPL,2324
2023-11-04 17:30:00,Newcastle United,Arsenal,1,0,H,1.12355,0.535473,EPL,2324
2023-11-05 14:00:00,Nottingham Forest,Aston Villa,2,0,H,0.592447,1.33116,EPL,2324
2023-11-05 16:30:00,Luton,Liverpool,1,1,D,1.3411,3.03925,EPL,2324
2023-11-06 20:00:00,Tottenham,Chelsea,1,4,A,0.959108,4.05865,EPL,2324
2023-11-11 12:30:00,Wolverhampton Wanderers,Tottenham,2,1,H,1.90884,0.432315,EPL,2324
2023-11-11 15:00:00,Arsenal,Burnley,3,1,H,2.63194,0.327706,EPL,2324
2023-11-11 15:00:00,Crystal Palace,Everton,2,3,A,1.89194,1.7904,EPL,2324
2023-11-11 15:00:00,Manchester United,Luton,1,0,H,2.74105,0.408265,EPL,2324
2023-11-11 17:30:00,Bournemouth,Newcastle United,2,0,H,2.78424,0.306141,EPL,2324
2023-11-12 14:00:00,Aston Villa,Fulham,3,1,H,2.86039,0.648745,EPL,2324
2023-11-12 14:00:00,Brighton,Sheffield United,1,1,D,1.08601,0.84434,EPL,2324
2023-11-12 14:00:00,Liverpool,Brentford,3,0,H,1.56004,1.44954,EPL,2324
2023-11-12 14:00:00,West Ham,Nottingham Forest,3,2,H,2.06402,1.42128,EPL,2324
2023-11-12 16:30:00,Chelsea,Manchester City,4,4,D,3.47238,3.19324,EPL,2324
2023-11-25 12:30:00,Manchester City,Liverpool,1,1,D,1.79622,0.766278,EPL,2324
2023-11-25 15:00:00,Burnley,West Ham,1,2,A,1.44228,1.36963,EPL,2324
2023-11-25 15:00:00,Luton,Crystal Palace,2,1,H,0.996153,1.83546,EPL,2324
2023-11-25 15:00:00,Newcastle United,Chelsea,4,1,H,2.15227,0.968061,EPL,2324
2023-11-25 15:00:00,Nottingham Forest,Brighton,2,3,A,2.22655,1.21792,EPL,2324
2023-11-25 15:00:00,Sheffield United,Bournemouth,1,3,A,0.816227,3.13975,EPL,2324
2023-11-25 17:30:00,Brentford,Arsenal,0,1,A,1.66315,1.82699,EPL,2324
2023-11-26 14:00:00,Tottenham,Aston Villa,1,2,A,2.22542,2.39755,EPL,2324
2023-11-26 16:30:00,Everton,Manchester United,0,3,A,2.49764,2.07334,EPL,2324
2023-11-27 20:00:00,Fulham,Wolverhampton Wanderers,3,2,H,2.49057,1.57875,EPL,2324
2023-12-02 15:00:00,Arsenal,Wolverhampton Wanderers,2,1,H,3.30368,1.07886,EPL,2324
2023-12-02 15:00:00,Brentford,Luton,3,1,H,3.25952,0.227176,EPL,2324
2023-12-02 15:00:00,Burnley,Sheffield United,5,0,H,2.60469,0.618131,EPL,2324
2023-12-02 17:30:00,Nottingham Forest,Everton,0,1,A,0.673085,0.623789,EPL,2324
2023-12-02 20:00:00,Newcastle United,Manchester United,1,0,H,2.90191,0.422674,EPL,2324
2023-12-03 14:00:00,Bournemouth,Aston Villa,2,2,D,2.54937,0.89511,EPL,2324
2023-12-03 14:00:00,Chelsea,Brighton,3,2,H,1.66304,0.855058,EPL,2324
2023-12-03 14:00:00,Liverpool,Fulham,4,3,H,2.72831,1.51005,EPL,2324
2023-12-03 14:00:00,West Ham,Crystal Palace,1,1,D,1.1466,0.987682,EPL,2324
2023-12-03 16:30:00,Manchester City,Tottenham,3,3,D,2.90729,0.433077,EPL,2324
2023-12-05 19:30:00,Wolverhampton Wanderers,Burnley,1,0,H,1.11886,0.781542,EPL,2324
2023-12-05 20:15:00,Luton,Arsenal,3,4,A,0.526254,2.58815,EPL,2324
2023-12-06 19:30:00,Brighton,Brentford,2,1,H,1.54099,1.22007,EPL,2324
2023-12-06 19:30:00,Fulham,Nottingham Forest,5,0,H,3.09427,0.218659,EPL,2324
2023-12-06 19:30:00,Sheffield United,Liverpool,0,2,A,0.834172,1.80116,EPL,2324
2023-12-06 19:30:00,Crystal Palace,Bournemouth,0,2,A,1.26441,1.79997,EPL,2324
2023-12-06 20:15:00,Aston Villa,Manchester City,1,0,H,2.1922,1.00198,EPL,2324
2023-12-06 20:15:00,Manchester United,Chelsea,2,1,H,4.03949,2.3512,EPL,2324
2023-12-07 19:30:00,Everton,Newcastle United,3,0,H,2.95393,1.29564,EPL,2324
2023-12-07 20:15:00,Tottenham,West Ham,1,2,A,1.61268,1.7409,EPL,2324
2023-12-09 12:30:00,Crystal Palace,Liverpool,1,2,A,1.79152,1.3708,EPL,2324
2023-12-09 15:00:00,Brighton,Burnley,1,1,D,2.96247,1.05162,EPL,2324
2023-12-09 15:00:00,Manchester United,Bournemouth,0,3,A,1.11296,1.9742,EPL,2324
2023-12-09 15:00:00,Sheffield United,Brentford,1,0,H,0.841976,0.644638,EPL,2324
2023-12-09 15:00:00,Wolverhampton Wanderers,Nottingham Forest,1,1,D,1.02199,1.21801,EPL,2324
2023-12-09 17:30:00,Aston Villa,Arsenal,1,0,H,0.628499,1.71667,EPL,2324
2023-12-10 14:00:00,Everton,Chelsea,2,0,H,1.11437,0.885512,EPL,2324
2023-12-10 14:00:00,Fulham,West Ham,5,0,H,2.1884,0.983,EPL,2324
2023-12-10 14:00:00,Luton,Manchester City,1,2,A,0.689037,2.23353,EPL,2324
2023-12-10 16:30:00,Tottenham,Newcastle United,4,1,H,4.40118,1.61368,EPL,2324
2023-12-15 20:00:00,Nottingham Forest,Tottenham,0,2,A,1.70569,1.60738,EPL,2324
2023-12-16 15:00:00,Chelsea,Sheffield United,2,0,H,3.27322,0.44014,EPL,2324
2023-12-16 15:00:00,Manchester City,Crystal Palace,2,2,D,2.41646,1.64977,EPL,2324
2023-12-16 15:00:00,Newcastle United,Fulham,3,0,H,4.27933,0.471042,EPL,2324
2023-12-16 17:30:00,Burnley,Everton,0,2,A,0.811435,2.22305,EPL,2324
2023-12-17 14:00:00,Arsenal,Brighton,2,0,H,2.76976,0.663054,EPL,2324
2023-12-17 14:00:00,Brentford,Aston Villa,1,2,A,0.796812,1.4664,EPL,2324
2023-12-17 14:00:00,West Ham,Wolverhampton Wanderers,3,0,H,1.03828,0.556206,EPL,2324
2023-12-17 16:30:00,Liverpool,Manchester United,0,0,D,1.97111,0.632715,EPL,2324
2023-12-21 20:00:00,Crystal Palace,Brighton,1,1,D,1.65409,1.33653,EPL,2324
2023-12-22 20:00:00,Aston Villa,Sheffield United,1,1,D,1.21861,0.646159,EPL,2324
2023-12-23 12:30:00,West Ham,Manchester United,2,0,H,1.51468,0.730496,EPL,2324
2023-12-23 15:00:00,Fulham,Burnley,0,2,A,1.38096,0.41714,EPL,2324
2023-12-23 15:00:00,Luton,Newcastle United,1,0,H,1.81844,1.41488,EPL,2324
2023-12-23 15:00:00,Nottingham Forest,Bournemouth,2,3,A,0.791806,1.89067,EPL,2324
2023-12-23 15:00:00,Tottenham,Everton,2,1,H,1.57527,1.98385,EPL,2324
2023-12-23 17:30:00,Liverpool,Arsenal,1,1,D,0.982901,0.851681,EPL,2324
2023-12-24 13:00:00,Wolverhampton Wanderers,Chelsea,2,1,H,1.74626,1.75447,EPL,2324
2023-12-26 12:30:00,Newcastle United,Nottingham Forest,1,3,A,2.79106,3.1074,EPL,2324
2023-12-26 15:00:00,Bournemouth,Fulham,3,0,H,2.07911,0.324365,EPL,2324
2023-12-26 15:00:00,Sheffield United,Luton,2,3,A,3.61788,0.715575,EPL,2324
2023-12-26 17:30:00,Burnley,Liverpool,0,2,A,0.972389,1.68451,EPL,2324
2023-12-26 20:00:00,Manchester United,Aston Villa,3,2,H,1.20104,1.83637,EPL,2324
2023-12-27 19:30:00,Brentford,Wolverhampton Wanderers,1,4,A,2.59347,1.89483,EPL,2324
2023-12-27 19:30:00,Chelsea,Crystal Palace,2,1,H,2.73005,0.958077,EPL,2324
2023-12-27 20:15:00,Everton,Manchester City,1,3,A,1.23529,2.28321,EPL,2324
2023-12-28 19:30:00,Brighton,Tottenham,4,2,H,3.84702,2.06955,EPL,2324
2023-12-28 20:15:00,Arsenal,West Ham,0,2,A,2.7884,1.59711,EPL,2324
2023-12-30 12:30:00,Luton,Chelsea,2,3,A,2.64093,1.57463,EPL,2324
2023-12-30 15:00:00,Aston Villa,Burnley,3,2,H,2.92587,1.11923,EPL,2324
2023-12-30 15:00:00,Crystal Palace,Brentford,3,1,H,1.61057,1.28731,EPL,2324
2023-12-30 15:00:00,Manchester City,Sheffield United,2,0,H,2.24229,0.263211,EPL,2324
2023-12-30 15:00:00,Wolverhampton Wanderers,Everton,3,0,H,2.64477,0.519641,EPL,2324
2023-12-30 17:30:00,Nottingham Forest,Manchester United,2,1,H,0.744348,0.651905,EPL,2324
2023-12-31 14:00:00,Fulham,Arsenal,2,1,H,1.52829,1.6591,EPL,2324
2023-12-31 14:00:00,Tottenham,Bournemouth,3,1,H,2.15027,1.58229,EPL,2324
2024-01-01 19:00:00,Liverpool,Newcastle United,4,2,H,6.67151,0.910974,EPL,2324
2024-01-02 18:30:00,West Ham,Brighton,0,0,D,0.9831,2.1552,EPL,2324
2024-01-12 19:45:00,Burnley,Luton,1,1,D,1.52023,0.965167,EPL,2324
2024-01-13 12:30:00,Chelsea,Fulham,1,0,H,2.0456,0.697847,EPL,2324
2024-01-13 17:30:00,Newcastle United,Manchester City,2,3,A,1.23638,2.55452,EPL,2324
2024-01-14 14:00:00,Everton,Aston Villa,0,0,D,1.03664,1.3435,EPL,2324
2024-01-14 16:30:00,Manchester United,Tottenham,2,2,D,0.923233,1.31224,EPL,2324
2024-01-20 12:30:00,Arsenal,Crystal Palace,5,0,H,3.52167,0.288083,EPL,2324
2024-01-20 17:30:00,Brentford,Nottingham Forest,3,2,H,1.94219,1.22251,EPL,2324
2024-01-21 14:00:00,Sheffield United,West Ham,2,2,D,2.61362,2.4241,EPL,2324
2024-01-21 16:30:00,Bournemouth,Liverpool,0,4,A,0.834585,1.53344,EPL,2324
2024-01-22 19:45:00,Brighton,Wolverhampton Wanderers,0,0,D,1.3701,1.14116,EPL,2324
2024-01-30 19:30:00,Nottingham Forest,Arsenal,1,2,A,0.631618,1.39143,EPL,2324
2024-01-30 19:45:00,Fulham,Everton,0,0,D,2.37499,2.83317,EPL,2324
2024-01-30 19:45:00,Luton,Brighton,4,0,H,3.63312,1.01366,EPL,2324
2024-01-30 20:00:00,Crystal Palace,Sheffield United,3,2,H,1.1601,0.768467,EPL,2324
2024-01-30 20:15:00,Aston Villa,Newcastle United,1,3,A,1.44485,3.3224,EPL,2324
2024-01-31 19:30:00,Tottenham,Brentford,3,2,H,3.36194,1.59637,EPL,2324
2024-01-31 19:30:00,Manchester City,Burnley,3,1,H,1.84756,1.49114,EPL,2324
2024-01-31 20:15:00,Liverpool,Chelsea,4,1,H,3.6627,0.477972,EPL,2324
2024-02-01 19:30:00,West Ham,Bournemouth,1,1,D,1.3128,1.13487,EPL,2324
2024-02-01 20:15:00,Wolverhampton Wanderers,Manchester United,3,4,A,2.27609,3.22698,EPL,2324
2024-02-03 12:30:00,Everton,Tottenham,2,2,D,3.25881,0.922371,EPL,2324
2024-02-03 15:00:00,Brighton,Crystal Palace,4,1,H,1.92591,0.241137,EPL,2324
2024-02-03 15:00:00,Burnley,Fulham,2,2,D,1.00428,1.28806,EPL,2324
2024-02-03 15:00:00,Newcastle United,Luton,4,4,D,2.37353,2.67463,EPL,2324
2024-02-03 17:30:00,Sheffield United,Aston Villa,0,5,A,1.52784,2.99015,EPL,2324
2024-02-04 14:00:00,Bournemouth,Nottingham Forest,1,1,D,1.1895,0.456548,EPL,2324
2024-02-04 14:00:00,Chelsea,Wolverhampton Wanderers,2,4,A,2.35967,2.48996,EPL,2324
2024-02-04 14:00:00,Manchester United,West Ham,3,0,H,0.96721,1.1807,EPL,2324
2024-02-04 16:30:00,Arsenal,Liverpool,3,1,H,2.8526,0.542052,EPL,2324
2024-02-05 20:00:00,Brentford,Manchester City,1,3,A,0.865741,2.10785,EPL,2324
2024-02-10 12:30:00,Manchester City,Everton,2,0,H,1.58971,0.192072,EPL,2324
2024-02-10 15:00:00,Fulham,Bournemouth,3,1,H,1.7456,2.60612,EPL,2324
2024-02-10 15:00:00,Liverpool,Burnley,3,1,H,3.14734,1.11123,EPL,2324
2024-02-10 15:00:00,Luton,Sheffield United,1,3,A,1.76215,1.98283,EPL,2324
2024-02-10 15:00:00,Tottenham,Brighton,2,1,H,2.10928,1.49285,EPL,2324
2024-02-10 15:00:00,Wolverhampton Wanderers,Brentford,0,2,A,1.05781,1.84908,EPL,2324
2024-02-10 17:30:00,Nottingham Forest,Newcastle United,2,3,A,0.968075,0.511375,EPL,2324
2024-02-11 14:00:00,West Ham,Arsenal,0,6,A,0.191065,3.99893,EPL,2324
2024-02-11 16:30:00,Aston Villa,Manchester United,1,2,A,2.64675,2.44591,EPL,2324
2024-02-12 20:00:00,Crystal Palace,Chelsea,1,3,A,0.719516,1.26948,EPL,2324
2024-02-17 12:30:00,Brentford,Liverpool,1,4,A,1.69518,3.08952,EPL,2324
2024-02-17 15:00:00,Burnley,Arsenal,0,5,A,0.335143,2.20575,EPL,2324
2024-02-17 15:00:00,Fulham,Aston Villa,1,2,A,1.41796,1.57297,EPL,2324
2024-02-17 15:00:00,Newcastle United,Bournemouth,2,2,D,2.38425,2.08098,EPL,2324
2024-02-17 15:00:00,Nottingham Forest,West Ham,2,0,H,2.66942,0.520016,EPL,2324
2024-02-17 15:00:00,Tottenham,Wolverhampton Wanderers,1,2,A,1.59768,1.77591,EPL,2324
2024-02-17 17:30:00,Manchester City,Chelsea,1,1,D,2.77713,1.82903,EPL,2324
2024-02-18 14:00:00,Sheffield United,Brighton,0,5,A,0.586214,3.35549,EPL,2324
2024-02-18 16:30:00,Luton,Manchester United,1,2,A,1.57234,3.58973,EPL,2324
2024-02-19 20:00:00,Everton,Crystal Palace,1,1,D,2.44588,0.734685,EPL,2324
2024-02-20 18:30:00,Manchester City,Brentford,1,0,H,2.53766,0.503799,EPL,2324
2024-02-21 15:00:00,Liverpool,Luton,4,1,H,3.70302,0.956512,EPL,2324
2024-02-24 15:00:00,Aston Villa,Nottingham Forest,4,2,H,3.48861,2.25569,EPL,2324
2024-02-24 15:00:00,Brighton,Everton,1,1,D,1.6538,0.286655,EPL,2324
2024-02-24 15:00:00,Crystal Palace,Burnley,3,0,H,2.41612,0.0760216,EPL,2324
2024-02-24 15:00:00,Manchester United,Fulham,1,2,A,1.96036,1.1385,EPL,2324
2024-02-24 17:30:00,Bournemouth,Manchester City,0,1,A,0.925889,1.79636,EPL,2324
2024-02-24 20:00:00,Arsenal,Newcastle United,4,1,H,2.59336,0.217373,EPL,2324
2024-02-25 13:30:00,Wolverhampton Wanderers,Sheffield United,1,0,H,1.21618,0.654342,EPL,2324
2024-02-26 20:00:00,West Ham,Brentford,4,2,H,2.06873,1.33683,EPL,2324
2024-03-02 15:00:00,Brentford,Chelsea,2,2,D,2.4732,2.1523,EPL,2324
2024-03-02 15:00:00,Everton,West Ham,1,3,A,3.12075,2.17948,EPL,2324
2024-03-02 15:00:00,Fulham,Brighton,3,0,H,1.37604,1.15198,EPL,2324
2024-03-02 15:00:00,Newcastle United,Wolverhampton Wanderers,3,0,H,3.33495,0.507769,EPL,2324
2024-03-02 15:00:00,Nottingham Forest,Liverpool,0,1,A,0.971466,1.32259,EPL,2324
2024-03-02 15:00:00,Tottenham,Crystal Palace,3,1,H,2.6625,0.277887,EPL,2324
2024-03-02 17:30:00,Luton,Aston Villa,2,3,A,2.43312,2.08586,EPL,2324
2024-03-03 13:00:00,Burnley,Bournemouth,0,2,A,1.60461,1.43616,EPL,2324
2024-03-03 15:30:00,Manchester City,Manchester United,3,1,H,2.64173,0.153764,EPL,2324
2024-03-04 20:00:00,Sheffield United,Arsenal,0,6,A,0.201374,2.47294,EPL,2324
2024-03-09 12:30:00,Manchester United,Everton,2,0,H,2.9016,1.8214,EPL,2324
2024-03-09 15:00:00,Bournemouth,Sheffield United,2,2,D,3.92657,1.91752,EPL,2324
2024-03-09 15:00:00,Crystal Palace,Luton,1,1,D,3.25103,1.08531,EPL,2324
2024-03-09 15:00:00,Wolverhampton Wanderers,Fulham,2,1,H,1.29589,2.94155,EPL,2324
2024-03-09 17:30:00,Arsenal,Brentford,2,1,H,1.59369,0.733239,EPL,2324
2024-03-10 13:00:00,Aston Villa,Tottenham,0,4,A,1.23267,2.25381,EPL,2324
2024-03-10 14:00:00,Brighton,Nottingham Forest,1,0,H,0.534518,0.687034,EPL,2324
2024-03-10 14:00:00,West Ham,Burnley,2,2,D,1.87414,0.88131,EPL,2324
2024-03-10 15:45:00,Liverpool,Manchester City,1,1,D,2.25492,1.37289,EPL,2324
2024-03-11 20:00:00,Chelsea,Newcastle United,3,2,H,1.78315,0.568435,EPL,2324
2024-03-13 19:30:00,Bournemouth,Luton,4,3,H,2.84403,2.79419,EPL,2324
2024-03-16 15:00:00,Burnley,Brentford,2,1,H,2.69776,1.25123,EPL,2324
2024-03-16 15:00:00,Luton,Nottingham Forest,1,1,D,0.853782,1.95268,EPL,2324
2024-03-16 17:30:00,Fulham,Tottenham,3,0,H,2.47234,2.14564,EPL,2324
2024-03-17 14:00:00,West Ham,Aston Villa,1,1,D,1.32829,0.911274,EPL,2324
2024-03-30 12:30:00,Newcastle United,West Ham,4,3,H,3.80922,0.994584,EPL,2324
2024-03-30 15:00:00,Bournemouth,Everton,2,1,H,1.39268,0.93378,EPL,2324
2024-03-30 15:00:00,Chelsea,Burnley,2,2,D,4.46643,2.10422,EPL,2324
